The untold origin of the Lone Ranger. It shows who he was and how and why he became the Ranger. Legendary bomb. The idea was not a bad one--reinvent and introduce the Lone Ranger for 1980s audiences. Right off the bat though there were problems. The studio ordered Clayton Moore (the original Ranger) to stop appearing anywhere as the Lone Ranger. It led to a nasty little battle that made headlines. I know of people who refused to see the film because of how Moore was treated. Also they hired the awesomely untalented Klinton Spilsbury to play the Ranger. Spilsbury was very handsome and muscular but had absolutely no charisma and just couldn't act. In fact his whole vocal performance was redubbed by another actor! Also his off screen antics (public drunkenness and beating people up) didn't help matters. Acting aside, the script is dull and slow. Also the Ranger himself doesn't show up until an HOUR in! There were some complaints at the time that the movie was too violent for a PG. However I don't think it was that bad. There are a few (very few) things done right here--the photography was truly beautiful; Michael Horse was excellent as Tonto; Christopher Lloyd is lots of fun as the villain and when the Lone Ranger finally shows up (with the William Tell Overture booming from the soundtrack) it's really rousing. But, all in all, this is a boring and terrible attempt to bring back the Lone Ranger. It's easy to see why this bombed. A 4--mostly for the photography.	0
The credits come from the Sandy Frank stitching job that was made to turn this movie into Cave Dwellers for re-release. Now that that's cleared up...oh! Excruciating, eye-gouging pain. Blade Master leaps shamelessly on the sword & sorcery bandwagon started by the Conan flicks...except the bandwagon never left the garage anyway. As such, this Italian flick is a dud trying to rip-off a box office dud, with predictable results. However, this would give too little credit to the director and writers, who make no effort whatsoever to maintain a coherent plot, continuity, any semblance of era-accurate continuity. Miles O'Keefe is no leading man, now or forever (Tarzan The Ape Man proved that, if Ator didn't). Just an unlikeable picture and a chore to watch.	0
"To be brief, the story is paper thin and you can see the ending coming from a mile away, but Gene Kelly, Rita Hayworth, and an impossibly young Phil Silvers keep the movie afloat throughout and at times lift it right up into the air. A few of the songs are terrible clunkers (""Poor John"" is a train wreck) but most of them are great fun, and the scene of Hayworth performing on the absurdly huge set for Kelly's rival has to be seen to be believed. Another treat is the perfect faux-NYC sets in the best Hollywood tradition. Another attraction, if you consider such things attractions, is the howlingly awful male ""chivalry"" toward women. The oily leering and transparent obsequiousness that passed for male charm back then (in the movies, at least) is presented in its most lurid form here. Some of the men are about like a cartoon wolf. One minor disappointment is Eve Arden trapped in a role so minor that she barely has a chance to do anything. I can imagine a lot of potential comic interplay between her and Silvers--a missed opportunity."	1
"I'm sitting around going through movie listings and not really seeing anything I want to see. My appetite keeps saying, ""Something like BROADCAST NEWS."" That's what I want. Something smart and funny, with adult ideas and great acting and writing, and a directorial style that doesn't call attention to itself. This may well be Hurt's best performance (is this or THE BIG CHILL, to my mind): however eccentric, Hurt is smart, and to play an unintelligent person without making sure -- wink wink -- the audience knows -- wink wink -- hey, I'M not stupid... well, that's fine acting right there. Hunter is note-perfect, and Albert Brooks is a revelation. (And he can read and sing at the same time!) Great, great work."	1
"I love this film. Tense with great characters. The kid from ""Sandlot"" is excellent as is Corey Feldman. When the kids storm the bank, it is pure adrenaline. Inside of the bank, it becomes a bit like a ""Lord of the Flies"" situation where they turn on each other. Justin Walker from ""Clueless"" is wonderful. I saw this on ""Showtime"" while channel surfing. It was a pleasant surprise. James Remar is also quite good here as the small town Sheriff. Taylor Nichols who I love from ""Barcelona"" does a nice job too as a Federal Agent. I recommend this film for any fan of bank robbery movies with a lot of good characters. I was shocked to discover that Roger Corman was a producer on this, since the film is not a B movie."	1
It would be wrong and reprehensible of me to advise you to watch Killjoy 2, you must have better things to do, washing the car, throwing stones in a stream, but at the same time it's nowhere near as awful as you probably think it is. It's almost a proper film, which a lot more than most straight-to-DVD sludge can manage. Killjoy 2 is helped a great deal by Trent Haaga's manic turn as the eponymous clown, he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie's favour, but, of course, it takes more than one man in big shoes. Tammi Sutton gives the most entertaining director cameo since Roger Corman in Creature from the Haunted Sea and the whole thing is nearly destroyed by the rushed, sugary ending. All over the place and almost good fun.	0
"This is one of those movies that has everything in it. I don't think I would get tired of seeing it. Hopefully more movies like this one will be made in the future. The casting was perfect in all respects. In a sense, the song sung by Engelbert Humperdink ""I Never Got to Say Goodbye"", is the song come to life. You will most definitely laugh and cry throughout the entire scenario for sure. I'm just surprised that I had never seen it before this past weekend. I think that it's positively worth seeing, and your heart will be glowing. It would be nice to cuddle up with your ""honey""; sip a cup of hot chocolate and enjoy being in the presence of each other. There is so much heart and emotion at times you honestly don't know where to turn. You will know exactly how the character feels. True family expression is available all the way through. In fact, at times you'll even think you are part of that family or they a part of yours. See it!"	1
"I seriously enjoy Dr Who. Seriously, don't just dismiss me as a ""sci-fi person"", because I'm not normally. I caught on because a friend got me hooked when they started watching it. It is actually really funny, and more often than not, it's fast-paced. All of my family watch it pretty much and that's a miracle. Christopher Ecclestion is pretty good, but David Tennant is brilliant. I think it's because he made the Doctor so manic and it's just nice to have that little bit of eccentricity in a TV character again. I don't know what it is about it, but everything manages to work like clockwork. All I'm going to say is just try it. One episode (probably best if you don't pick the second half of a two-parter, though)."	1
Any film about WWII made during WWII by a British production company has no latter-day peer in my opinion, respectfully. The confluence of so many things near and dear to my heart are in At Dawn We Dive: as a descendant of Admiral Horatio Nelson and student of all aspects of World War Two and particularly naval warfare, I favor depictions of subs and action in the North Atlantic and especially those which include the German side of things. For those unacquainted with target priorities, an attack on an enemy warship is the greatest event that a submarine can hope to encounter and such a rare opportunity would develop surprisingly similarly to what we see here. The pacing is deliberate and typical of the works coming out of the Ealing, Rank and British-Gaumont studios back in the day: frankly I prefer its quieter, more cerebral approach for its humanity and realism that engages far better than any over-produced Hollywood movie ever could. This reminds me of Powell and Pressburger's The 49th Parallel thanks to the powerfully persuasive Eric Portman, a favorite of mine. John Mills receives second billing and a smaller font in the titles, so this is clearly meant to be Mr. Portman's film but the whole cast shines. As for the title sequence, am I the only one who is utterly charmed by Gainsborough Production's lovely pre-CGI Gainsborough Girl?	1
The movie gets a score of 3 because it dared to be so very different. It features a cast acting while you can hear their thoughts and desires! This is truly a weird film and an experience I won't forget. The only problem is that the experiment, though in some ways interesting, is generally quite dull and unengaging. In fact, it's amazing that a Norma Shearer and Clark Gable film could be THIS dull! The film is based on a Eugene O'Neill play and it really does seem quite stagy. In fact, it would have been best just to keep it as a stage production--it just didn't translate at all to the big screen. So this movie is only recommended to die-hard cinemaniacs and those who love Gable films so much they just have to see all his films!	0
"Like a lot of movies involving little kids, this starts off ""real cute"" and likable...and then, after about a half hour or so, becomes the reverse. That's certainly the case here in this time-travel story (which I usually love) where an adult meets a kid who his really him at the age of eight! Great premise and a great lead actor in Bruce Willis, but..... The kid ""Rusty"" is a smart-aleck and whiny brat and Willis Rusty grown up now as ""Russell"" gets abrasive with his constant yelling. That is entertainment? No, thanks. Young Breslin has gone on to become a very good child actor, being involved in a number of films including ""The Cat In The Hat"" opposite a more famous child actor: Dakota Fanning. Overall, a disappointing film, especially with all the good press this movie got when it was released."	0
I SELL THE DEAD (2009) **1/2 Dominic Monaghan, Larry Fessenden, Ron Perlman, Angus Scrimm, John Speredakos, Eileen Colgan, Brenda Cooney. Uneven blend of horror and comedy that poses as a valentine to the '60s horror films by Roger Corman and Hammer Studios, with two cretinous grave robbers (Monaghan and Fessenden) facing final punishments for the crimes via the guillotine but not before their tales of the occult can be recalled in flashbacks. Amusing and a few well sprinkled jolts but really a mess of a B-movie trying in vein to be a cult classic largely thanks to the casting of genre vets Perlman and Scrimm to no avail; a good rental for Halloween. (Dir: Glenn McQuaid)	1
I like a lot of Myrna Loy movies. This film was produced before her character actor personality was developed. It would be an okay short film but seems to go on forever in it's complete form. Myrna Loy it seems is told what to do with her acting and does the job. That is about all you can say about her. Her gypsy character is shoddy and the film has many flaws, such as the jewelry shop scene. This film will probably be interesting to Myrna Loy fans but even as such is something of a disappointment.	0
"This is one of nine shorts on the anime disk, ""The Animatrix."" It is my favorite. The artwork is amazing. The black-and-white, somewhat grainy texture perfectly captures the mood that the segment is trying to portray. The story is tight, and the ending is true to film noir. Overall, I gave The Animatrix a ""7"", but this particular segment deserves a ""10."""	1
This movie was by far the worst movie I've ever had to endure. I couldn't believe that they tried to pass it off as a serious movie, it was so bad I couldn't even laugh at it's pathetic attempt to entertain me. If you want cheesy horror that you can laugh at, rent Dr. Giggles instead.	0
File this one in the `How do movies like this get made?' column. A seventies-drag indie version of `Macbeth,' adapted fairly faithfully (but pointlessly) in a conventionally unconventional black-comic style. The cast gives it a shot, with Christopher Walken phoning in the eccentricity as McDuff, and with Maura Tierney rising above the dull script as Pat McBeth. The other actors are wasted, as is the audience's time. Knee-jerk fans of this brand of quirk may like it, though. 4 out of 10.	0
This film starts as it ends and ends as it starts. What is in the middle is a collection of comedy, philosophy, music, observations, commentaries, mini stories, colour and lots more. It looks at the world and our lives and tells The Monkees story from the view of the group members themselves. It also looks at television and film and makes a visual commentary. It shocks also, with scenes of war and shows how we are just pawns in a big game. It says all this and much more, but if you don't look at it objectively you won't see much more than scenes strung together to join up the music. It's the sort of film that can never get boring because it's so cleverly done.	1
"This film stinks more than limburger cheese! If you find this at a garage sale, LEAVE IT THERE! I love Sandra Bullock and yet HATE THIS MOVIE... Although ashamed, I do own a copy, and the studio has changed the cover to play on the fact that Sandra Bullock is in this at all. They play it up to be ""A Sandra Bullock Movie"". She only has a small part in the whole movie and she does her best with that, but she is young and had not learned her talent yet. Well everyone has to start somewhere..."	0
"The title is a misnomer:the movie depicts barely one year of the so-called ""divin marquis"" .Twas a hard time for him 'cause he was threatened by the guillotine :the quiet joys of the reign of Terror . Historically speaking,the background is rather sketchy: ""the fête De l'et re supreme"",Robespierre's failed attempt to create a secular religion,his downfall ,a heaven sent opportunity for showing Doctor Guillotin's sinister machine at work (full speed). As far as Sade is concerned ,it's a downright mediocre affair :he's waiting in a former nunnery with other nobles ,a golden cage if you compare it to ,say,Marie-Antoinette's or scientist Lavoisier's fates,and he exchanges futile conversations with a young virgin about death,love and other trivia.There's the obligatory ""daring"" scene but you've got to be patient because it's a long time before it comes on the screen.And anyway ,by today's standards ,can we call that risqué? Cy Enfield's ""De Sade"" ,which enjoys one of the lowest ratings of the IMDb ,is at least entertaining ,and Keir Dullea was a more credible marquis than the aging Auteuil.And it featured John Huston."	0
The over-riding problem with this film is that it can't possibly use Bill Murray to the best of his abilities, simply because of the co-star. If this was a road movie with another comedic actor, it might work. Even if they were both trying to get the elephant across the country, it would at least allow for them to share some amusing dialogue. As it stands, Murray is left talking to an elephant who cannot answer back with witty banter. Essentially, it means that Murray is talking to himself, and this makes the film more boring than it could have been had he had another character to bounce off. Kids would enjoy this movie,simply because of the elephant, but anyone wanting to watch Bill Murray's biting delivery and enjoy an excellent script needs to look somewhere else.	0
This movie is breath-taking and mind-blowing. But I think maybe it can only be appreciated by die-hard RPG funs. It is like a game. One problem is the plot is too game-like and just has too many twists. The twists are excessive. Jude Law gives a very good performance. I really like him in this movie, just as Jerome in Gattaca and Gigglo Joe in A.I.	1
Warner Brothers produced this 3D extravaganza that was the biggest commercial success for westerns in 1953. Guy Madison leads a band of guardhouse soldiers and misfits to rescue two white women being held by Indians, which essentially all there is to this film. The 3D format was in its early stages as a Hollywood gimmick to compete with the growing popularity of home television, and the effects work very well here. The rescuers make off with the ladies and are pursued by the Indians until the white men make their stand at an island in a creek bed. The Indian weaponry comes at the audience non-stop throughout, and a spray of tobacco juice aimed at a rattler is thrown in for good measure. Madison was quite popular as television's Wild Bill Hickock and is good as a displaced cattle rancher who is given his thankless task by the army. For all the film's polish and presentation, the movie was made in just three days.	1
"We usually think of the British as the experts at rendering great adventure from the Imperial age, with the likes of The Four Feathers (1939) and Zulu, simply because the Imperial age was, for the most part, British. Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age. America's projection of power under Teddy Roosevelt is the backdrop for this conventional tale of the kidnapped damsel who, despite her gentility, is smitten by the rough, manly nobility of her captor, who in turn is disarmed by her beauty and scorn. (Politically correct prigs eager to see some slight of ""native"" peoples or cultures can rest assured, that the way Arabs and Muslims are depicted here is far more flattering than the way their modern counterparts depict themselves on the current world stage.) What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history. Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"". There is a transcendent scene at the end, when the little boy is symbolically swept away by the dashing Moor on his white steed. This is high adventure at its best."	1
"Danny De Vito shows us here he is definitely, indeed infinitely, a better on screen performer than off. He plays the part of Owen, a miserable would-be writer with a cranky old mother (delightfully played by Anne Ramsey) he would like to see dead. Billy Crystal is Larry, a very frustrated writing teacher who has an estranged wife he feels the same way about. So Owen, after viewing Hitchcock's ""Strangers on a Train"", suggests they swap murders. As director though, De Vito's control is inconsistent as he wastes this clever idea, while his film lurches from the very humorous to the very bland. He and Crystal are okay in the lead roles, but the show belongs to Anne Ramsey as the cantankerous Mrs. Lift. Saturday, June 20, 1992 - Video"	0
"Well, Killshot is not awful, but it comes close. Production values are decent and the main actors do a pretty good job (except for Rosario Dawson in a wasted role), but the story is just pathetic. I don't know if the Elmore Leonard book had such dumb characters,since I haven't read it, but I'm guessing that the book was supposed to be at least slightly humorous. The movie has no detectable humor. After the first twenty minutes, you'll be yelling at the screen, ""Oh, come on! Nobody's THAT stupid!!"" In a nutshell, and without any spoilers, everybody acts in a manner convenient to the plot, which makes no sense anyway. A very frustrating and unrealistic movie, which may account for it sitting on the shelf for as long as it did."	0
"This experimental silent film, made in Switzerland by an independent British film company, is chiefly remembered as Paul Robeson's first film. It's very artistic, with shots often seeming meaningless to the story, which is difficult to understand anyway because of the lack of enough inter-titles. From what I gathered, Robeson's wife, Adah, is in an inter-racial love affair with a white man called Thorne. It doesn't bother the cigar-chomping owner of the bar/hotel where Thorne lives (and she seems to be having a lesbian relationship with a barmaid), but an old lady expresses the town's point of view in an inter-title: ""If I had my way, we wouldn't allow negroes in here."" Thorne is also called ""nigger lover"" by someone in the bar. Adah tries a reconciliation with Pete (Robeson), but eventually leaves him. Thorne's wife, Astrid, goes off the deep end, brandishes a knife, cuts Thorne's arm and cheek, and somehow dies. Thorne must have been accused of murder because we learn he was acquitted. As for Pete, he gets a letter from the mayor telling him it is best for everyone that he leave town. So the film is more about racism than anything, but in an up note, the owner tells Pete ""The sad thing is, they think they're right. That's the way we are."" The meaning of the title is a mystery. It may refer to Adah being light-skinned (a borderline negro) or to the borderline behavior of of the main characters."	0
"Is this supposed to be serious? I hope not. This is one of the most pathetically hilarious movies I've ever seen. Given that I picked it up for a buck on the ""Bad movies"" shelf, it sure lives up to its spot in the shop. What can I say, the gore effects are spattered (pun-intended) all over the place, some looking quite real, some looking like a teddy bear that's had an accident with a bottle of tomato sauce. The music is some of the most horrible I've heard, the acting is one of the most amusing elements... must I continue? Don't bother unless you've seen every other pathetic horror movie in the shop and this is all that's left."	0
"*****SPOILERS********* This movie was truly awful. This woman deceives her employers right from the start and then selfishly proceeds to tear them apart. At the end you see her making a profession out of the trade she'd learned from the father of her ""pupil"". I put pupil in quotes because the governess never really seems to teach the child anything. She seems to hate her and can't stand being near her. I felt sorry for the little girl who simply wanted to be loved, absent that, it was understandable that she would say and do outrages things just to get attention but the viewer wasn't supposed to sympathize with the little girl, the viewer was supposed to sympathize with the governess who hated her pupil and manipulated and deceived her employers. I just couldn't do it. This was not the story of a self made woman, rather, it was a window into the mind of one who uses others at every opportunity with no other thought for anyone outside of her own family. I couldn't stand the governess! This was a really horrible movie. I only paid one dollar to rent it but even that was too much!"	0
The story has little to do with Jack London's original novel. I thought the acting was very unnatural, the dubbing was done very sloppily and the story itself contains a fairly large number of inconsistencies and loose ends. Apart from that, the pace of the movie was horrendously slow at some parts.	0
"I gave 9 of 10 points. I was sitting in tears nearly the whole movie, because I had to laugh! The story of course wasn't excellent, but it also wasn't boring. Erkan & Stefan are assigned to become bodyguards for the beautiful Nina. While doing this job they come between the ""front-lines"" of BND and CIA. Of course the two are neither born bodyguards nor gentlemen, so they run from one disaster into another; and they do this in such a funny way, that when you watch some scenes you won't be able to stop the tears! As actors those two ""dumbly grinning"" characters do quite well, better than some so called professional. You think, the speech of the two heroes is curios or ""pseudo-foreign""? Well, if you hear quite a lot Turkish-German people in Munich speaking exactly like them, you will remember Erkan & Stefan. And maybe, in 10 years it might have become the common speech of the youth. (God forbid!) So, if you like to laugh, watch this movie!"	1
Every time I see a film like this I get sick to my stomach. When I watch a movie I like to see what I see in everyday life. As I go through my day I see blacks, whites, Asians, Latinos etc...How do you cast a film and don't even think of the possibility that other ethnic groups will walk past you? I'm sure they didn't do it on purpose but pay attention. I don't care if it takes place in Kansas or South Central. All I saw was one token black. This was typical in the 80's. Hey! it's 2007, with all the rappers, singers and athletes working as actors Thomas Haden Church could have paid more attention to his cast. Aren't actors supposed to be more liberal?	0
Bathebo, you big dope. This is the WORST piece of crap I've seen in a long time. I have just stumbled onto it on late night TV and it is painful to watch. Really painful. How does something like this get made?? Horrible, horrible, horrible! OOOOOO ..... The toilet is flushing by itself again! Scary toilet! Scary toilet! Scary toilet! 1992 doesn't seem like that long ago to me, but watching this makes it seem like 1952. I mean its horrible. Please don't waste your time on the drivel! Scary old black man telling them not to build the pool in the yard. Scary! Scary! How does this stuff get MADE???	0
"I picked this up because, having spent time in the Albany region of New York, I knew a couple of people in the movie and I happened upon it by chance. The attempts at comedy are lame, the compulsory girl-on-girl scene is sickening, the plot is nonexistent, the acting is among the worst I've ever seen, and don't even get me started on special effects. I realize this is a very low budget film made by a small independent company, but if you're going to do a sci-fi horror flick with giant bugs, don't make the giant bugs completely unbelievable. People want to see giant bugs. That's half the fun right there. And if you're going to make the giant bugs completely unbelievable, at least get the actors to make some sort of tongue-in-cheek allusion to that fact (""You idiots! These aren't them! You've captured their stunt doubles!""). Be prepared to waste two hours of your life that you'll never be able to get back."	0
This is a funny movie. The Bob & Eddie Show feel of it could lead to a sequel but I doubt it will make enough money. Deniro proves he can be a great Straight man again with some hilarious and spontaneous moments. Eddie was fun to watch working with people instead of CGI animals and rodents. Rene Russo- well she's just fun to watch anyway and she's played her part excellent. Some wild and unusual stunts, especially the garbage truck scene. This was worth seeing in the theater. We needed a good laugh and got many from the movie and the great out-takes at the end. DO NOT LEAVE at the start of the credits! At least a 7.	1
"That was a waste of 9 dollars. the movie was terrible. all the ""scary"" parts were pointless and sadly repetitive. Seemingly all of the tense parts could be completely predicted, and did not seem to hold any bit of the audiences attention. Also, the plot line didn't advance at all during the entire movie, and it was all just a big setup for the grudge 3. When it seemed like the movie was about to make a big plot advancement, it turned out just to be a pointless scene. these directors need to follow Hitchcock's example: every scene has a point. Porbably 90% of the scenes in this movie could have been left out with no change of the plot. Final opinion: Don't waste your time, energy or money!!!"	0
Dashing Errol Flynn brings his usual flair for drama in this historically flawed but entertaining film of the life of George Armstrong Custer. The dashing, jovial Flynn essays Custer from his days at West Point as a reckless, headstrong cadet, through the Civil War years in an extraordinarily generous and partisan interpretation of history, and finally as the nonpareil Indian fighter whose blunder at the Little Big Horn is excused as a sacrifice by Custer of his command as a way of exposing the corruption of government officials and post traders as well as a protest of the unfair treatment of the Plains Indians. Olivia de Havilland, Flynn's co-star in several other films, scores as the devoted, adoring Libby Bacon, and Anthony Quinn looks the part as the fierce Sioux chief Crazy Horse. The film's battle scenes are excellent. The Civil War battles are brief and are shown as several vignettes in which Custer, seemingly supported by just a handful of troopers, hammers the Confederate army into submission. Custer's last fight against the Indians is a grand spectacle, a savage clash between red men and white, with no quarter given in a wild mix of military might between determined fighting men. Great direction, cinematography, casting and wonderful music by Max Steiner make this film a Hollywood classic.	1
"This movie is not what it appears to be. Clint Eastwood is not Dirty Harry or a ""cowboy"" here. The movie's appeal comes from its careful manipulation of atmosphere and theme. It's a Gothic tale set in the Civil War and as such all the film's ""action"", or lack thereof, takes place inside a house populated by Southern Belles of all ages and shapes. The horror comes from viewing the whole story through the eyes of the Clint Eastwood character. Seeing him stranded in the house and held captive by the women is a very ""beguiling"" experience indeed. And who is ""beguiled"" here exactly? Are the women beguiled by Eastwood's incredible looks? Are we, the viewers, beguiled by both his sexual allure and the potential deviant sexualities it unleashes? Or does ""beguiled"" refer to what the director does here-- holds us enthralled for a short space only to (maybe)let us go? Don Siegel does all of the above in one of the most memorable and disturbing films I had the pleasure of watching."	1
"I throughly enjoyed this short, even as a Toronto Maple Leafs fan. Director Sheldon Cohen and Narrator Roch Carrier captured all of the boy's emotions perfectly. From the feelings he had for his hero, Maurice ""Rocket"" Richard, to the excitement, anticipation and hope of getting a new Montreal Canadiens sweater soon, to the look of horror on his face when he got his sweater from his mother; A Toronto Maple Leafs sweater was priceless and the shame of having to wear this dreadful (in his eyes) blue and white Toronto Maple Leafs sweater; Not the rouge, bleu and blanc of the Montreal Canadiens with Richard's number nine, like his old sweater. And worst of all, his Mum made him wear this Maple Leafs sweater out of the house. You could envision and anticipate the ridicule he would get from his friends when he hit the ice wearing that sweater before he got there. I was laughing the whole time and this is one of the best animated shorts I've seen."	1
I endured this film just to satisfy my curiosity. It has to be one of the worst films I have ever sat through. I am amazed that this film currently has a 7.5 star rating. The acting is awful, script is non existent and the characters are so predictable and hollow. For a funny film I cannot remember even snickering once and fail to see how it could be defined as a comedy. Do yourself a favour and stay well away from this dross and check out some more worthy alternatives that would give you far greater pleasure. Check out films like the holiday or 27 dresses, these movies would offer a far more satisfying cinema experience. I sincerely hope more educated film goers vote negatively for this film, in the manner it genuinely deserves there bye giving it a more realistic rating that other film buffs could base their judgement upon. Come on folks let's be fair to everyone concerned and give those involved with this film a true reflection on what it is they have produced - an extremely mediocre picture that deserves to be forgotten very quickly.	0
